gene_short_name	logFC	t	P.Value	adj.P.Val	B	FC
Ciart	3.5424795111	1.5026079387	0.2200533006	0.2200533006	-6.7352070416	11.6517884739956
Lancl1	0.3333965248	1.5023496768	0.2201157763	0.2201157763	-6.7355077046	1.25997623688896
Tinagl1	0.4213109397	1.5023432009	0.2201173432	0.2201173432	-6.7355152437	1.33914384750219
Sphkap	-1.1967560374	-1.5020250374	0.2201943361	0.2201943361	-6.7358856287	-2.2922367168945
Uvrag	0.1282826774	1.5019306442	0.220217184	0.220217184	-6.735995512	1.09299187571757
Prlhr	-2.9964949642	-1.5015388343	0.2203120485	0.2203120485	-6.7364516045	-7.9805875454226
Aldh9a1	-0.3474818933	-1.5015259414	0.2203151708	0.2203151708	-6.7364666123	-1.27233792588165
Samd4a	0.8629061968	1.5009171247	0.220462665	0.220462665	-6.7371752671	1.81869824904522
Tbc1d2b	-0.1286404843	-1.5005732765	0.2205460132	0.2205460132	-6.737575477	-1.093262985359
Map6d1	-3.8113378178	-1.5005006405	0.2205636243	0.2205636243	-6.7376600167	-14.0387036620157
Nefh	-3.1236421791	-1.5004775916	0.220569213	0.220569213	-6.7376868427	-8.71585490106536
Nans	-0.2089857862	-1.5004068938	0.2205863561	0.2205863561	-6.7377691256	-1.15587531851986
Swap70	-0.2399087257	-1.500365439	0.2205964089	0.2205964089	-6.7378173732	-1.18091794649283
Gltp	0.35657887	1.5003190072	0.2206076692	0.2206076692	-6.7378714129	1.28038605559059
Acot8	0.6124170437	1.4996952908	0.2207589873	0.2207589873	-6.7385972947	1.5288183965029
Gas8	0.2728136046	1.4995329811	0.2207983828	0.2207983828	-6.7387861811	1.2081617394785
Cd300lf	0.7710992827	1.4988995565	0.2209521981	0.2209521981	-6.7395232842	1.70656963407924
Cmbl	0.4075761058	1.498693868	0.2210021701	0.2210021701	-6.7397626264	1.32645534280698
Mff	0.1310914772	1.4986473651	0.2210134696	0.2210134696	-6.7398167369	1.09512190716573
Zbtb20	1.0217952109	1.4983257393	0.2210916369	0.2210916369	-6.7401909701	2.03044396181756
Il22ra1	-0.8497198144	-1.4975998746	0.2212681574	0.2212681574	-6.7410355033	-1.8021508957624
Pigx	-0.1689212178	-1.4975763056	0.2212738915	0.2212738915	-6.7410629241	-1.12421753121389
Ctxn1	-0.6924913637	-1.4971422118	0.2213795316	0.2213795316	-6.7415679454	-1.61607187515673
Tm4sf19	-1.5465211065	-1.4970253685	0.2214079754	0.2214079754	-6.741703875	-2.92111894916775
Plp1	0.7281100794	1.4970247327	0.2214081302	0.2214081302	-6.7417046146	1.6564677083639
Dtx3l	0.155941724	1.4970130986	0.2214109626	0.2214109626	-6.7417181491	1.11414864516258
Tnfaip2	-0.7498112201	-1.4969738965	0.2214205068	0.2214205068	-6.7417637542	-1.68157277851985
Tmem181	-0.137394428	-1.4967700308	0.2214701473	0.2214701473	-6.7420009146	-1.09991682179236
LOC100362172	1.4532476915	1.4963666606	0.2215684011	0.2215684011	-6.7424701427	2.73823770472857
Foxn1	-4.2711952948	-1.4960925028	0.2216352075	0.2216352075	-6.7427890475	-19.3089163487876
Ahnak	0.338373226	1.4952604602	0.2218380892	0.2218380892	-6.7437568214	1.26433013905005
Hip1	-0.129648162	-1.4940798135	0.222126311	0.222126311	-6.7451298813	-1.09402686235687
Il9r	3.3323327651	1.4938455516	0.2221835466	0.2221835466	-6.7454022954	10.0723803669409
Ctss	0.1950060487	1.4936111409	0.2222408343	0.2222408343	-6.745674874	1.14472896002431
Adprhl1	1.1866989688	1.4934922619	0.2222698931	0.2222698931	-6.7458131062	2.27631303555588
Rbbp9	0.165572981	1.493391719	0.222294473	0.222294473	-6.7459300155	1.12161144896862
Hsf2bp	-2.2429983233	-1.4930793137	0.2223708657	0.2223708657	-6.7462932639	-4.73379858538695
Lpin1	1.1630599441	1.4925814987	0.2224926542	0.2224926542	-6.746872065	2.23931881926035
Hspa12a	0.6828743177	1.4924614252	0.2225220403	0.2225220403	-6.7470116667	1.60533492045036
Atg2a	0.267204565	1.4924074819	0.2225352434	0.2225352434	-6.7470743822	1.20347365882825
Ctcf	-0.1188374604	-1.4921607209	0.2225956509	0.2225956509	-6.7473612659	-1.08585951230054
Psmd14	0.1636547304	1.4914675898	0.2227654237	0.2227654237	-6.7481670464	1.12012111176143
Ankra2	0.2514745043	1.4912087713	0.2228288528	0.2228288528	-6.7484679093	1.19042316367324
Lrrc2	2.3640062721	1.4912059161	0.2228295527	0.2228295527	-6.7484712283	5.14797936993719
Med6	0.2443036829	1.4909313462	0.2228968632	0.2228968632	-6.7487903894	1.18452092364983
Mixl1	1.0007695673	1.4907355819	0.2229448677	0.2229448677	-6.7490179394	2.00106713139962
Fam73b	0.4602558924	1.4903146805	0.2230481166	0.2230481166	-6.7495071607	1.37578582113795
Fam109b	-0.8492490852	-1.4892364796	0.2233128349	0.2233128349	-6.750760244	-1.80156297756573
Mul1	0.2029564294	1.4888915571	0.22339759	0.22339759	-6.7511610732	1.15105472798483
Vps28	0.1323856429	1.4885830358	0.2234734293	0.2234734293	-6.7515195848	1.09610472407317
Smad7	-0.4154077124	-1.4883121587	0.2235400376	0.2235400376	-6.7518343403	-1.33367552681181
Mpv17l	0.4242471336	1.4881746914	0.2235738487	0.2235738487	-6.7519940708	1.3418720678246
Ar	-0.8276119855	-1.4880374543	0.2236076085	0.2236076085	-6.7521535309	-1.77474529054666
Ramp2	0.254762029	1.4878780563	0.2236468266	0.2236468266	-6.7523387366	1.19313891981385
RGD1305350	0.161543614	1.4876805492	0.2236954312	0.2236954312	-6.7525682159	1.11848322109744
LOC654482	1.047994121	1.4875679895	0.223723136	0.223723136	-6.7526989937	2.06765304676722
Yipf6	0.1087125337	1.4875318868	0.2237320229	0.2237320229	-6.7527409393	1.07826555891457
Nasp	-0.3103275473	-1.4874916716	0.2237419225	0.2237419225	-6.7527876628	-1.23998919325382
Lhx4	-2.4089831471	-1.4871342829	0.2238299202	0.2238299202	-6.7532028783	-5.31099859252425
Sptb	-0.7297192313	-1.48693672	0.2238785806	0.2238785806	-6.7534323988	-1.65831632859444
Tmem136	1.4960009363	1.4867806026	0.2239170407	0.2239170407	-6.753613765	2.82059775151837
Wrb	0.3171088186	1.4866322061	0.2239536053	0.2239536053	-6.7537861581	1.24583138173021
Rhoj	0.1807344785	1.4865909576	0.2239637699	0.2239637699	-6.753834076	1.13346078524727
Adsl	0.2249215284	1.4865617495	0.2239709679	0.2239709679	-6.7538680067	1.16871367772759
Susd4	2.0024435548	1.4864676068	0.2239941696	0.2239941696	-6.7539773699	4.00678071325284
Ipmk	0.1787583555	1.4864117953	0.2240079257	0.2240079257	-6.754042204	1.13190929685369
Olig2	-4.3650615679	-1.486390895	0.2240130773	0.2240130773	-6.7540664829	-20.6069854691976
Epha1	-0.2027679006	-1.4862203376	0.2240551219	0.2240551219	-6.7542646094	-1.1509043200455
Glb1l2	-0.4223644954	-1.4860530054	0.2240963795	0.2240963795	-6.7544589848	-1.34012214012386
Clec5a	-2.2628789851	-1.4860459906	0.2240981093	0.2240981093	-6.7544671332	-4.79948292652406
Sgsm2	0.4074284051	1.4860079649	0.2241074862	0.2241074862	-6.7545113037	1.32631954948369
Zdhhc21	0.1816116897	1.4859692328	0.2241170376	0.2241170376	-6.7545562945	1.13415018030948
Trrap	0.4906175633	1.4856447837	0.224197065	0.224197065	-6.7549331616	1.40504619427755
C1rl	-0.3898160268	-1.4846682043	0.2244381266	0.2244381266	-6.7560674144	-1.31022631248393
Git2	0.1240989211	1.4844450868	0.2244932401	0.2244932401	-6.7563265336	1.08982683567909
Nhs	2.8802853216	1.4832757131	0.2247823276	0.2247823276	-6.7576844616	7.36295723205518
Nhej1	0.6224526918	1.4826731145	0.2249314531	0.2249314531	-6.7583841383	1.53949020876603
Dagla	0.6877219495	1.4824739825	0.2249807554	0.2249807554	-6.7586153371	1.61073811475208
Gpr18	1.7180699308	1.4824714899	0.2249813726	0.2249813726	-6.7586182311	3.28995974302183
Lynx1	0.5112783509	1.4822536434	0.2250353216	0.2250353216	-6.7588711507	1.42531258478299
Rab7b	1.06425705	1.4822511266	0.225035945	0.225035945	-6.7588740726	2.09109274449767
Nucks1	0.3183038145	1.481750329	0.2251600183	0.2251600183	-6.7594554682	1.24686374137564
Tfam	0.2007178214	1.4817118823	0.2251695465	0.2251695465	-6.7595001009	1.14927003882793
Large	-0.368589698	-1.4813742774	0.2252532331	0.2252532331	-6.7598920143	-1.29109011247594
Ndufc2	0.1209851202	1.4808856647	0.2253744103	0.2253744103	-6.7604591941	1.08747717467554
RGD1305938	-0.1436639946	-1.4806996966	0.2254205489	0.2254205489	-6.7606750548	-1.10470716721619
Pcsk1	0.7756129202	1.4804079339	0.2254929553	0.2254929553	-6.7610137041	1.7119171944851
Etv1	-0.7872122796	-1.4803516446	0.2255069274	0.2255069274	-6.7610790376	-1.72573659702409
Cldn4	0.7319564817	1.4802476954	0.225532732	0.225532732	-6.7611996872	1.66088994736693
ERCC-00071	0.5987517092	1.4798546847	0.225630322	0.225630322	-6.7616558225	1.51440566110197
Osbp2	0.3864097535	1.4797238768	0.2256628134	0.2256628134	-6.7618076349	1.30713645339676
Lrrc4c	-1.151842596	-1.4794982517	0.2257188679	0.2257188679	-6.7620694831	-2.2219750174141
Suv420h2	0.2843272297	1.4788886455	0.2258703928	0.2258703928	-6.7627769165	1.21784221629315
Hapln2	-1.7229371411	-1.4787460611	0.2259058493	0.2259058493	-6.7629423733	-3.30107780140819
Kcnk2	2.6494138289	1.4787073318	0.2259154812	0.2259154812	-6.7629873147	6.27412307117594
Ppfibp2	-0.4773571763	-1.4785656262	0.2259507266	0.2259507266	-6.7631517476	-1.39219102189818
Otub2	-0.8965105687	-1.4785101032	0.225964538	0.225964538	-6.7632161746	-1.86155800283479
Ist1	0.1499439736	1.4780672659	0.2260747264	0.2260747264	-6.7637300102	1.10952638328314
Bid	0.1049866397	1.4774529911	0.2262276665	0.2262276665	-6.764442715	1.07548443072177
Zdhhc24	0.2551535416	1.4771832623	0.2262948572	0.2262948572	-6.7647556445	1.19346275284641
Tec	-0.3021308067	-1.4771114525	0.2263127489	0.2263127489	-6.7648389536	-1.23296411115015
RGD1311188	-0.3033097095	-1.4770688793	0.2263233569	0.2263233569	-6.7648883439	-1.23397204342128
Hnrnpr	-0.1356284692	-1.4770538533	0.2263271011	0.2263271011	-6.7649057759	-1.09857127100049
Spopl	0.2519592487	1.476973671	0.2263470819	0.2263470819	-6.7649987964	1.19082321212497
Glud1	0.3008945575	1.4768645889	0.2263742674	0.2263742674	-6.7651253422	1.23190803348159
Dnajb3	0.4955035673	1.4768560414	0.2263763978	0.2263763978	-6.7651352581	1.40981275913367
Scaf4	0.1185681225	1.4764941482	0.2264666145	0.2264666145	-6.7655550746	1.08565681123478
Arpp21	2.8482896474	1.4764709818	0.226472391	0.226472391	-6.7655819482	7.2014611181725
Morc2	0.1170306784	1.4758919802	0.2266168137	0.2266168137	-6.7662535748	1.08450047011695
Lars2	0.5100321012	1.4758691611	0.2266225076	0.2266225076	-6.7662800431	1.42408188228583
Leng1	0.2882805631	1.4752029144	0.226788817	0.226788817	-6.7670527996	1.2211839750845
Sfxn4	0.7077086853	1.4747883488	0.2268923665	0.2268923665	-6.7675336021	1.63320816505714
Purb	0.1109893043	1.4745521625	0.226951383	0.226951383	-6.767807512	1.0799685532465
Cplx2	0.7152559489	1.4742859925	0.2270179111	0.2270179111	-6.7681161833	1.64177445941668
Fam89a	0.6085478159	1.4741031531	0.227063623	0.227063623	-6.768328211	1.52472368400661
Trem2	0.7606640858	1.4740457467	0.2270779772	0.2270779772	-6.7683947806	1.69427033347938
Unc93b1	0.3009401185	1.4739128788	0.227111204	0.227111204	-6.7685488545	1.23194693834131
Mtl5	-0.6477516471	-1.4734471684	0.2272277064	0.2272277064	-6.7690888702	-1.5667246466928
Ttc25	1.1418783042	1.4733433913	0.2272536759	0.2272536759	-6.7692092001	2.20668133182044
Lrrc28	-0.2497304355	-1.4728874541	0.2273678083	0.2273678083	-6.7697378396	-1.18898493494013
Ccdc17	0.4577711868	1.4727657284	0.2273982895	0.2273982895	-6.7698789693	1.37341839031659
Dhodh	0.237848226	1.4724492978	0.2274775467	0.2274775467	-6.7702458295	1.17923252844498
Srsf1	0.1268733975	1.472381792	0.2274944588	0.2274944588	-6.7703240916	1.09192472059807
Tppp	0.3433169658	1.4721406183	0.2275548905	0.2275548905	-6.770603687	1.26867010054197
Snx7	0.1895272563	1.4718985558	0.227615562	0.227615562	-6.770884303	1.14038997055366
Cpsf6	-0.1508109176	-1.4713838069	0.2277446374	0.2277446374	-6.771481003	-1.11019332001128
Fan1	0.4973619692	1.4706165287	0.2279371789	0.2279371789	-6.7723703526	1.41162997402053
Btd	-2.7817627939	-1.4704430395	0.2279807382	0.2279807382	-6.7725714294	-6.87692110228648
Kcnk3	-1.1392808855	-1.4703160316	0.2280126327	0.2280126327	-6.7727186303	-2.20271201144878
Fadd	0.2631369093	1.4702189307	0.22803702	0.22803702	-6.7728311675	1.20008526301525
Ccdc150	-1.8092493555	-1.4696645215	0.2281763152	0.2281763152	-6.7734736809	-3.50459894302171
Tmem180	0.3474692729	1.4691930889	0.2282948331	0.2282948331	-6.77401999	1.27232679577939
Abcf2	0.1820136979	1.4689584904	0.2283538352	0.2283538352	-6.774291835	1.13446625625707
Tyk2	-0.324828528	-1.4683749189	0.2285006747	0.2285006747	-6.7749680171	-1.25251556162229
Rap2a	0.5722857244	1.4675927017	0.228697654	0.228697654	-6.7758742774	1.48687742995345
Eya3	0.1442731508	1.46753517	0.2287121488	0.2287121488	-6.7759409281	1.10517371162802
Vps4b	0.0838463253	1.4673186395	0.2287667111	0.2287667111	-6.776191775	1.0598398841037
Rpl29	0.0808639714	1.4673042024	0.2287703496	0.2287703496	-6.7762084998	1.05765123526587
Psmg4	0.3347481007	1.4671759056	0.2288026854	0.2288026854	-6.7763571252	1.26115718741252
Pfkfb4	1.0390489654	1.4665117166	0.2289701642	0.2289701642	-6.7771265094	2.05487262042161
Srebf1	-0.542229245	-1.4663465466	0.2290118328	0.2290118328	-6.7773178274	-1.4562209248858
RGD1311745	0.3878180223	1.4661094422	0.2290716626	0.2290716626	-6.7775924594	1.30841302132111
Map6	0.3864660291	1.4657636799	0.2291589404	0.2291589404	-6.7779929296	1.30718744222033
Rac1	0.1199545819	1.4654618946	0.229235146	0.229235146	-6.7783424476	1.08670065109929
Abcb10	-0.3710617753	-1.4649815305	0.2293565007	0.2293565007	-6.7788987569	-1.2933043091841
Gpc2	-0.9025076374	-1.4649562133	0.2293628985	0.2293628985	-6.7789280757	-1.86931232818907
Fam25a	-0.5196979668	-1.4647561406	0.2294134644	0.2294134644	-6.779159767	-1.43365507594384
Renbp	0.3660247327	1.4645163711	0.2294740787	0.2294740787	-6.7794374195	1.28879672465504
Zfyve21	-0.2405637206	-1.4631678601	0.2298153	0.2298153	-6.7809988043	-1.18145421425793
Sh3gl2	-0.9045167037	-1.4619208286	0.2301313189	0.2301313189	-6.7824424061	-1.87191730600868
Fam76b	0.4646057163	1.461411237	0.2302605898	0.2302605898	-6.783032246	1.3799401688527
Tti1	-0.4964645342	-1.4613484385	0.2302765255	0.2302765255	-6.7831049306	-1.4107521362462
Tuba3b	0.4217131509	1.4609815272	0.230369656	0.230369656	-6.7835295891	1.33951724155066
Pds5a	0.1316855522	1.4609696029	0.2303726833	0.2303726833	-6.7835433898	1.09557295086953
Smad1	-0.1392544876	-1.460390896	0.230519655	0.230519655	-6.7842131281	-1.10133585370411
Ino80e	0.1672291124	1.4599642863	0.2306280624	0.2306280624	-6.7847068062	1.12289973406502
Hnrnpul2	0.1512889473	1.4595254902	0.2307396225	0.2307396225	-6.7852145529	1.11056123789943
Psmd9	0.2141077853	1.4593134033	0.2307935641	0.2307935641	-6.7854599539	1.15998631509482
Mrap2	-2.0319556801	-1.4592073962	0.2308205307	0.2308205307	-6.7855826094	-4.08958848747754
Aplf	0.4760618485	1.4589027442	0.2308980478	0.2308980478	-6.7859350957	1.39094160025597
Stc1	-2.3659500063	-1.4587808739	0.2309290647	0.2309290647	-6.7860760965	-5.15491988544635
Atp13a2	0.2468116829	1.4586755437	0.2309558756	0.2309558756	-6.7861979588	1.18658190127114
Snx20	-0.5207946227	-1.4584911632	0.231002816	0.231002816	-6.786411274	-1.43474527447063
B9d1	0.5672518671	1.4584675264	0.2310088343	0.2310088343	-6.7864386197	1.48169845179497
Tmem252	-0.6180399926	-1.4578645294	0.231162422	0.231162422	-6.7871361994	-1.53478864091559
Etfdh	0.1982438001	1.4577208942	0.2311990228	0.2311990228	-6.7873023548	1.14730088947891
Themis2	-0.7148935322	-1.4572976096	0.2313069186	0.2313069186	-6.7877919837	-1.64136208414963
Egr2	1.8258204584	1.4571069061	0.2313555465	0.2313555465	-6.7880125671	3.54508558784245
Fam110b	-0.6206769273	-1.4570546408	0.2313688757	0.2313688757	-6.7880730203	-1.53759646807953
Nppc	-2.4001243988	-1.4569895124	0.2313854863	0.2313854863	-6.788148351	-5.27848676984557
Tuft1	-0.6255107283	-1.4565815179	0.231489572	0.231489572	-6.7886202404	-1.54275687992764
Cltc	0.1031689862	1.456051473	0.2316248682	0.2316248682	-6.7892332495	1.07413027961072
Vwa9	0.1451374645	1.455454648	0.2317773098	0.2317773098	-6.7899234308	1.10583601581807
Tmem183a	0.0940999062	1.4544388911	0.2320369979	0.2320369979	-6.7910979263	1.06739925255958
Slc12a7	-0.3150922833	-1.454434745	0.2320380586	0.2320380586	-6.7911027201	-1.24409123018001
Riok2	0.4285075503	1.4542742251	0.2320791252	0.2320791252	-6.7912883082	1.34584060146993
Polr1a	0.3392560135	1.4540882518	0.2321267133	0.2321267133	-6.791503319	1.26510402151518
Tnpo2	0.2532074193	1.4539292991	0.2321673953	0.2321673953	-6.7916870851	1.19185391760077
Armc1	0.4249031634	1.4538659921	0.2321836001	0.2321836001	-6.7917602735	1.34248238963122
Nr2c1	0.442230048	1.4534802594	0.2322823621	0.2322823621	-6.7922061981	1.35870292213471
Map3k7	0.0346580119	1.4534799303	0.2322824463	0.2322824463	-6.7922065786	1.02431398258114
Slc25a54	2.5145564996	1.4529651421	0.2324143202	0.2324143202	-6.7928016552	5.71421967465477
Robo1	-0.1338110549	-1.4528588667	0.2324415547	0.2324415547	-6.7929244997	-1.09718823297753
Adgrf5	0.2437775236	1.4525875352	0.2325111022	0.2325111022	-6.7932381246	1.18408900072411
Eef2kmt	0.8592243621	1.4524270975	0.2325522358	0.2325522358	-6.7934235639	1.81406275163563
Cpz	-0.2779801622	-1.4520601959	0.2326463321	0.2326463321	-6.7938476235	-1.21249614650049
Dnajb9	0.3618680674	1.4519273509	0.2326804116	0.2326804116	-6.7940011578	1.28508881238194
Haus8	0.4094538097	1.4514475749	0.2328035351	0.2328035351	-6.7945556273	1.32818288178871
Rufy1	0.0717478526	1.4512526849	0.2328535688	0.2328535688	-6.7947808467	1.05098920612369
Slco5a1	-0.5357690173	-1.4511413792	0.2328821491	0.2328821491	-6.794909471	-1.44971470771334
Mycbp	0.1012810164	1.4505832619	0.2330255141	0.2330255141	-6.7955543942	1.07272554809285
Ikzf2	-2.1236499755	-1.4501193929	0.2331447398	0.2331447398	-6.7960903668	-4.35795100106583
Thegl	1.6529416431	1.450054768	0.2331613551	0.2331613551	-6.7961650339	3.14474196142562
Ddost	-0.1305975183	-1.4496302933	0.2332705199	0.2332705199	-6.7966554492	-1.09474701669909
Atp13a5	-0.8849933878	-1.4494165537	0.2333255089	0.2333255089	-6.7969023799	-1.84675615733526
Vps18	0.2942270911	1.4488800925	0.2334635849	0.2334635849	-6.7975221098	1.22622786239329
Nrbp2	0.3242186088	1.4485727738	0.2335427221	0.2335427221	-6.7978771063	1.25198615533144
Cmtr2	0.4197723176	1.4483232927	0.2336069864	0.2336069864	-6.7981652793	1.33771642318036
Fgfr2	-0.5055630949	-1.4482976261	0.233613599	0.233613599	-6.7981949258	-1.41967735900044
Smarca2	-0.4867012606	-1.4480974344	0.2336651817	0.2336651817	-6.7984261559	-1.4012372643147
Atp5g3	0.089990092	1.4476396704	0.2337831771	0.2337831771	-6.7989548653	1.06436287270095
Ap1s3	-0.4552976742	-1.4474912571	0.2338214462	0.2338214462	-6.7991262717	-1.37106567056302
C2cd3	0.4439601223	1.447438868	0.2338349565	0.2338349565	-6.7991867763	1.36033325075802
Gspt2	1.134369267	1.44523374	0.2344043698	0.2344043698	-6.8017330335	2.1952256852755
Ctse	-0.897380594	-1.4451576503	0.2344240438	0.2344240438	-6.801820878	-1.86268096435288
RGD1561157	0.3769358145	1.4450270177	0.2344578247	0.2344578247	-6.801971689	1.2985808275858
Mrpl27	0.1285885554	1.4447211627	0.234536937	0.234536937	-6.8023247758	1.09322363475412
Ccdc102a	-1.0487536758	-1.4447112267	0.2345395075	0.2345395075	-6.8023362459	-2.0687419181117
Pigl	1.0274825891	1.4444541826	0.2346060169	0.2346060169	-6.8026329703	2.03846415621161
Dnaaf3	2.7727577156	1.4440519509	0.2347101327	0.2347101327	-6.8030972701	6.83413011547912
Slc35f2	0.5895124119	1.4432294518	0.2349231839	0.2349231839	-6.8040465943	1.50473810464892
Ccs	0.2635382118	1.4430135122	0.2349791521	0.2349791521	-6.8042958097	1.20041912719983
Ifngr1	-0.1646861624	-1.4426106156	0.2350836141	0.2350836141	-6.8047607681	-1.12092221096552
Ubxn11	1.4022117374	1.4423151737	0.2351602465	0.2351602465	-6.8051017002	2.6430646927223
Actr8	0.2259975094	1.4422793426	0.2351695422	0.2351695422	-6.8051430472	1.16958564493326
Lrp12	0.3081806305	1.4422681257	0.2351724523	0.2351724523	-6.8051559908	1.23814530128553
Zdhhc12	0.1479693	1.4419053941	0.2352665794	0.2352665794	-6.8055745477	1.10800876961021
Cluh	-0.0773453965	-1.4417651228	0.2353029897	0.2353029897	-6.8057364005	-1.05507488295486
Pcid2	0.2749344734	1.4414423291	0.2353867999	0.2353867999	-6.8061088435	1.20993913304638
Gng8	-1.2372798324	-1.4410740958	0.2354824462	0.2354824462	-6.8065336912	-2.35753605085036
Lipg	-1.7873787803	-1.4407370373	0.2355700308	0.2355700308	-6.8069225487	-3.45187154979848
Srp72	0.1882915518	1.4400505426	0.2357485219	0.2357485219	-6.8077144768	1.13941361612701
Ddx3y	-1.5075017139	-1.4395589758	0.2358764181	0.2358764181	-6.8082814847	-2.84317266066181
Exo5	0.3639741599	1.4385077996	0.236150158	0.236150158	-6.8094938312	1.286966196253
Dkk3	-0.3642378639	-1.438244339	0.2362188187	0.2362188187	-6.8097976536	-1.28720145675007
Ldb2	-0.9121748304	-1.4378694451	0.2363165562	0.2363165562	-6.8102299577	-1.88188025347902
Ergic3	0.1374475983	1.4375316749	0.2364046515	0.2364046515	-6.8106194302	1.09995735980173
Sec11c	-0.2420477554	-1.4373691432	0.2364470544	0.2364470544	-6.8108068328	-1.18267014777679
Mgat2	0.1582261256	1.4371733695	0.2364981404	0.2364981404	-6.8110325573	1.11591421514008
Lpcat2	-0.5683313034	-1.4371361869	0.2365078442	0.2365078442	-6.8110754275	-1.4828074856103
Ppan	0.5979169368	1.437030144	0.2365355215	0.2365355215	-6.8111976898	1.51352964895676
Snx30	0.3197943045	1.4366225351	0.2366419393	0.2366419393	-6.8116676228	1.24815257804512
Ptcd3	0.1150371391	1.4360643674	0.236787746	0.236787746	-6.8123110836	1.08300292476241
Slc16a1	-0.2431585913	-1.4356204515	0.2369037745	0.2369037745	-6.8128227913	-1.18358112225678
Cct8	0.1887359498	1.4355229446	0.2369292684	0.2369292684	-6.8129351836	1.13976464743482
Swt1	0.3040109611	1.4349607671	0.2370763096	0.2370763096	-6.8135831476	1.23457198671063
Slc29a4	-1.4248860481	-1.4349523632	0.2370785084	0.2370785084	-6.8135928335	-2.68493292658131
Slc16a13	-0.283970356	-1.4348654577	0.2371012479	0.2371012479	-6.813692995	-1.2175410007935
Snw1	0.3544089683	1.4347736416	0.2371252747	0.2371252747	-6.8137988144	1.27846172406417
Cacna2d1	0.5542213817	1.4343941469	0.2372246095	0.2372246095	-6.8142361707	1.46837594118386
Anp32a	-0.1401013937	-1.4342744441	0.2372559514	0.2372559514	-6.8143741187	-1.10198256132404
Nfe2	1.6395249431	1.4334816469	0.2374636396	0.2374636396	-6.8152876855	3.11563222077901
Dguok	0.215331654	1.432726125	0.2376617399	0.2376617399	-6.8161581851	1.16097077351601
Hmgcll1	0.8216570221	1.4327218863	0.2376628518	0.2376628518	-6.8161630686	1.76743483253485
Gpr83	3.2221514951	1.4325574707	0.2377059853	0.2377059853	-6.8163524906	9.33177482161645
Ppargc1b	1.0985108076	1.4323001233	0.2377735152	0.2377735152	-6.8166489682	2.14133543425264
Nkd2	0.4306063663	1.431327947	0.238028803	0.238028803	-6.8177688493	1.3477999396213
Pfkp	0.9657902072	1.430865603	0.2381503124	0.2381503124	-6.8183013735	1.95313301796657
Rprd1b	0.061932312	1.4308333596	0.2381587888	0.2381587888	-6.8183385096	1.04386295057564
Atxn3	0.2988800718	1.4303583732	0.238283693	0.238283693	-6.8188855487	1.23018907747371
Tbkbp1	0.2730929458	1.4302318772	0.2383169684	0.2383169684	-6.8190312259	1.20839569191873
Papolg	-0.2352071567	-1.4297790388	0.2384361296	0.2384361296	-6.8195527048	-1.17707574148768
Reps1	-0.0767802278	-1.4279415165	0.2389203004	0.2389203004	-6.8216683419	-1.05466164349643
Ajuba	0.2928787137	1.4276665968	0.2389928276	0.2389928276	-6.8219848144	1.22508233581374
Ube2a	-0.0681793184	-1.4272631096	0.2390993142	0.2390993142	-6.8224492595	-1.04839277639618
Micu2	0.452866107	1.4263865482	0.2393308234	0.2393308234	-6.8234581389	1.36875677622654
Nomo1	-0.2118968288	-1.4255586458	0.2395496963	0.2395496963	-6.824410874	-1.15820997636401
Cd40lg	1.5081763619	1.4252943241	0.2396196192	0.2396196192	-6.824715022	2.84450252543235
Cdv3	0.4983235248	1.4249742	0.2397043324	0.2397043324	-6.8250833616	1.41257113837532
Slc25a28	0.2980794841	1.424912688	0.2397206137	0.2397206137	-6.8251541359	1.22950660404654
Glo1	0.0931716052	1.4237024744	0.2400411733	0.2400411733	-6.8265464263	1.06671265626079
Derl3	-1.1039174651	-1.4235586196	0.2400793072	0.2400793072	-6.8267119045	-2.14937537893604
Pex1	0.0983675036	1.423214658	0.240170512	0.240170512	-6.8271075518	1.07056137216621
Mir23a	-5.3611604298	-1.4230421567	0.2402162661	0.2402162661	-6.8273059653	-41.1026763112996
Lrp1b	5.1005509144	1.4230420599	0.2402162918	0.2402162918	-6.8273060766	34.3098500226872
Mir3584	-4.8921489251	-1.4230419711	0.2402163153	0.2402163153	-6.8273061787	-29.6950164167252
Lrrtm2	4.6426894525	1.4230418487	0.2402163478	0.2402163478	-6.8273063195	24.9797901568495
Adamts18	4.1683071035	1.4230415524	0.2402164264	0.2402164264	-6.8273066603	17.9798253692987
Drgx	4.1300955765	1.423041524	0.2402164339	0.2402164339	-6.8273066929	17.5098591850817
Hoxa11	4.125965067	1.4230415209	0.2402164347	0.2402164347	-6.8273066965	17.4597992612366
Slc6a5	4.0196229272	1.4230414373	0.2402164569	0.2402164569	-6.8273067927	16.2191119828055
RGD1560028	3.8641454643	1.4230413025	0.2402164927	0.2402164927	-6.8273069478	14.5620893800905
Fshr	3.7489055082	1.4230411915	0.2402165221	0.2402165221	-6.8273070754	13.4441394597936
Nkx2-5	3.7074233457	1.423041149	0.2402165334	0.2402165334	-6.8273071243	13.0630814181399
Smc1b	3.6556296901	1.4230410939	0.240216548	0.240216548	-6.8273071877	12.6024269799326
Adam32	3.6245931039	1.4230410597	0.2402165571	0.2402165571	-6.827307227	12.3342073865569
